duet	duet, duette, duo
menambah	add
menghadap	confront, face up, face
looting	Looting
penyakit	diseased, morbid, pathologic, pathological
geng	gang, pack, ring, mob
tenaga	activity
melalui	proceed, go
aplikasi	application
vagina	vaginal
roy	Roy
sesungguhnya	actually, really
ninja	ninja
hadir	present
pingsan	faint, conk, swoon, pass out
lava	lava
bot	boat
adil	fairly, fair, clean
jengkol	Jengkol
rapat	meeting
meter	meter
menantang	challenge
koboan	Koboan.
kelar	notch, nick, snick
kirim-kirim	Send-send
tepi	peripheral
ikon	icon
simpen	Simpen
cacat	disabled
komedian	Comedian
pantang	abstinence
ronde	round
ejen	mediator, go-between, intermediator, intermediary, intercessor
wkwk	Wkwk.
ultimate	Ultimate
kiranya	kindly
budak	boy
m-san	M-San
mengingatkan	remind
mentok	muscovy duck, musk duck, cairina moschata
pic	pitch
ambilnya	Take it
staf	staff
backstabbing	Backstabbing.
klaim	claim
keknya	Kek
ketagihan	substance abuse, drug abuse, habit
peka	sensitive
lololo	Lololo
betawi	Betawi
vitamin	vitamin
yahya	Yahya
kontak	contact
pertamanya	First
tipis	reduce, melt off, lose weight, slim, slenderize, thin, slim down
rupanya	countenance, visage
sawah	field
laba-laba	spider
nelayan	fisherman, fisher
knapa	While
divisi	division
kelihatannya	apparently, seemingly, ostensibly, on the face of it
bergema	echo
mencium	kiss
game-nya	the game is
mata-mata	bobby
cincin	ring, band
bercerai	branch, ramify, fork, furcate, separate
mengganggu	torture, excruciate, torment
play-doh	Play-doh
setirnya	The steering wheel
terasa	felt
volt	volt, v
menyesal	deplore, lament, bewail, bemoan
bulannya	month
gadang	big(p), enceinte, expectant, gravid, great(p), large(p), heavy(p), with child(p)
bersalah	guilty, hangdog, shamefaced, shamed
takut-takut	shy
seiring	abreast
berakhir	end
karang	coral
bomnya	Bomb
dibully	Dibully
segel	seal, stamp
faktor	factor
virus	virus
genit	girlish
okey	okay, o.k., all right, alright
gay	homosexual, homophile, homo, gay
paruh	beak, bill, neb, nib, pecker
ngedit	Edit
cumi-cumi	squid
sembuh	bring around, cure, heal
percobaan	check, checkout, check-out procedure
tahap	step
dian	candle, taper, wax light
membutuhkan	need
bucket	Bucket
ditahan	barricade, block, blockade, stop, block off, block up, bar
sayangnya	unfortunately, unluckily, regrettably, alas
liar	wild
blok	group, grouping
mobilnya	His car
speakers	Speakers
trailer	trailer, house trailer
sial	unfortunate
keinginan	impulse, impulsion, impetus
iklan	advertising, publicizing
domba	sheep
global	global, planetary, world(a), worldwide, world-wide
liriknya	Lyrics
soda	sodium carbonate, washing soda, sal soda, soda ash, soda
perayaan	celebration, festivity
dinas	department, section
bensin	hydrocracking
tentara	united states army, us army, u. s. army, army, usa
perlahan	inert, sluggish, soggy, torpid
anggun	courtly, formal, stately
kumpulkan	Collect
berbohong	lie
jerami	bedding material, bedding, litter
benang	cotton
nutupin	Cut out
romantis	romanticize
temani	Accompany
punggung	back
hias	decorate, adorn, grace, ornament, embellish, beautify
target	target, butt
kura-kura	tortoise
joki	jockey
lonceng	bell
klasik	classical, classic
santet	Santet
kuntilanak	Kuntilanak
misi-misi	Mission
lebah	bee
sinari	Sinari
tusuk	Stick
patah	tire, pall, weary, fatigue, jade
pelan	slow
konyol	stupid
isya	Isha.
ina	Ina
canggih	advanced, sophisticated
demam	fevered
pandai	clever, cunning, ingenious
esa	one
pepaya	papaya
pakaian	dress, clothe, enclothe, garb, raiment, tog, garment, habilitate, fit out, apparel
apa-apanya	What
lot	lot
teka-teki	puzzle
fase	phase, stage
april	April
populer	popular
batang	bar
kumpulin	Collect
gergaji	compass saw
lebat	abundant
aduhai	Aduhai
sejati	genuine, echt
adu	complain, kick, plain, sound off, quetch, kvetch
terlebih	particularly, peculiarly, especially, specially
rokok	cigarette
teki	nutgrass, nut grass, nutsedge, nut sedge, cyperus rotundus
pasalnya	Because
mengakui	acknowledge, recognize, recognise, know
bangunan	building
ndan	Ndan
setidaknya	at least
stereo	stereo, stereophony, stereo system, stereophonic system
kapok	Kapok
sopir	driver
serai	titmouse, tit
jefri	Jefri.
panen	harvest, harvesting, harvest home
toksik	toxic
batuk	cough
sagu	sago
nyong	Nyong
elit	Elite
biasa-biasa	Ordinary
zazaazaria97	Zazaazaria97.
date	Date
ngawur	Ngawur
reni	Reni.
situasi	situation
skor	score, musical score
penduduk	resident
biologi	biology
petir	bombshell, thunderbolt, thunderclap
bbm	BBM
hiburan	refreshment, recreation
koyok	dog, domestic dog, canis familiaris
belalang	grasshopper, hopper
protes	protest, objection, dissent
salma	Salma
bosan	tire, wear upon, tire out, wear, weary, jade, wear out, outwear, wear down, fag out, fag, fatigue
kenongo	Kenongo
rangers	Rangers
sekali-sekali	occasionally, on occasion, once in a while, now and then, now and again, at times, from time to time
punten	Punten
mandiri	independent
bendera	flag
menurutmu	according to you
iya-iya	Yes yes
fasih	eloquent, facile, fluent, silver, silver-tongued, smooth-spoken
ram	hoop
bonus	bonus, fillip
kaleng	can, tin, tin can
valoran	Valorant
wakil	behalf
berbicara	communicate, intercommunicate
kaum	communal
hitungan	sum, total, totality, aggregate
sinar	light
ikut-ikutan	vogue
setel	suit, suit of clothes
manja	indulge, luxuriate
omen	Omen
kaktus	cactus
panel	control panel, instrument panel, control board, board, panel
ampas	marc
trauma	stabbing, wounding
memimpin	lead
skinnya	skin
panci	boilerplate
lingkaran	coil, spiral, volute, whorl, helix
bergabung	compound, combine
jurusan	way
banting	Banting
nambang	Nambangan
nampaknya	apparently, seemingly, ostensibly, on the face of it
menghilangkan	remove
cilik	little, small
ngebak	Wrapped
paulus	Paul.
tumor	tumor, tumour, neoplasm
gudang	repositing, reposition, storage, warehousing
telinga	ear
ngamuk	Valuent
gang	passage
menganggap	equal, match, equalize, equalise, equate
sas	Sas.
berantakan	disorganized, disorganised
gila-gila	bacchanalian, bacchanal, bacchic, carousing, orgiastic
tampak	appear
jelas-jelas	Obviously
praktis	practical
ramma	Ramma.
cenot	Cenot.
ketawa-ketawa	Laugh away
domain	region, realm
paginya	the morning
sia	drain
tepar	sleep
siaran	broadcast
saget	SAGET
kemaren	yesterday
coboy	Coboy
alami	nature
enak-enak	delicious
anata	Anata
utang	debt
korban	sacrifice
puyeng	Puyeng.
terhibur	amused, diverted, entertained
muara	mouth
wall	Wall
bioskop	cinema, movie theater, movie theatre, movie house, picture palace
hidungnya	His nose
menemani	accompany
menabung	save
kit	Kit
lupain	Lupain
harimau	tiger
chat-an	Chat
kemajuan	improvement
wulan	Wulan
duren	Duren.
selimut	blanket, cover
cermin	mirror
singkong	cassava, casava
genap	entire, full, total
kreativitas	creativity, creativeness, creative thinking
sopankah	Sopankah
berharga	cute, precious
ngeledek	mock
editing	editing
menteri	minister
tumit	heel
pecat	dismissal, dismission, discharge, firing, liberation, release, sack, sacking
pati	kernel, substance, core, center, centre, essence, gist, heart, heart and soul, inwardness, marrow, meat, nub, pith, sum, nitty-gritty
minna	Minna.
rapuh	brittle, brickle, brickly
tipu-tipu	Tipu-trick
mendekat	near, nigh, close
garam	strategic arms limitation talks, salt
kesalahan	error
merinding	shiver
tenda	camp, encamp, camp out, bivouac, tent
drum	drum, membranophone, tympan
ratus	hundred, one hundred, 100, c
kenyataan	realistic
arab	arab, arabian
camping	camping, encampment, bivouacking, tenting
ngajakin	Ngajakin
mutlak	absolute
bali	Bali
rata-rata	about, around
tidur-tidur	sleep
melati	jasminum, genus jasminum
kentut	fart, break wind
ria	cheerful
undur	retirement, retreat
setinggi	high
bapa	church father, father of the church, father
kuil	place of worship, house of prayer, house of god, house of worship
kuno	disused, obsolete
baku	standard
bertambah	come to, revive, resuscitate
ponsel	cellphone
barang-barangnya	Her belongings
mutiara	pearl
berlaku	Valid
nyeri	painful
masyaikh	head
bibir	lip
nyapa	Greetings
aryo	Aryo.
mengecek	check, checkout, check-out procedure
sajalah	alone
hafidz	Hafidz
kedai	retailing
mulanya	At first
tisu	tissue
sera	hurriedly, hastily, in haste
micin	Micin
perhatian	survey, study
agama	religion
tawar	starchy, stiff, buckram
oni	Oni
omega	omega
mel	mail, mail service, postal service, post
balon	balloon
factor	Factor
tidurin	Sleeping
gema	plangency, resonance, reverberance, ringing, sonorousness, sonority, vibrancy
kopling	clutch
cepu	anther
sedangkan	whereas
sosis	sausage
stored	Stored
reflek	Reflex
angan	think, cogitate, cerebrate
sociabuzz	Sociabuzz.
aroma	olfactory property, smell, aroma, odor, odour, scent
elektrik	Electrical
menikah	marry, get married, wed, conjoin, hook up with, get hitched with, espouse
ham	ham
gubuk	hovel, hut, hutch, shack, shanty
objek	object, physical object
tiduran	sleeping
makanlah	Meal
sebiji	Sebg.
kebangsaan	nationality
formal	formal
dibohongin	Lied
konco	friend, quaker
istimewa	meanwhile
cetakan	print, publish
aktivitas	activity
until	pellet
aamir	Aamir.
kitab	book, volume
kelewatan	delay, holdup
togel	Togel
ageng	Ageng.
menghitung	count, counting, numeration, enumeration, reckoning, tally
ati	liver
serat	serrate, serrated, saw-toothed, toothed, notched
spion	detective
condong	awry, amiss
digit	character, fiber, fibre
album	album
puncak	crest
objektif	objective
melewati	beyond
sekali-kali	Once-time
ngada-ngada	Ngada
menjelaskan	qualify, restrict
flat	apartment, flat
oven	microwave, microwave oven
terpaksa	have
jalanan	path, route, itinerary
sensitif	Sensitive
lek	lek
ngecat	Look
akik	loom
sepanjang	Throughout
bra	brassiere, bra, bandeau
menelepon	call, telephone, call up, phone, ring
tercinta	beloved, darling, dear
cukai	Excise
menghargai	value
bakti	service
aero	Aero
paus	whale
induk	dam
riau	Riau.
menangin	cry
selagi	while, piece, spell, patch
standar	standard, criterion, measure, touchstone
syekh	sheik, tribal sheik, sheikh, tribal sheikh, arab chief
mafia	organized crime, gangland, gangdom
sori	sorry
untukmu	for you
dikatain	Dikatin
mukena	Mukena
obeng	screwdriver
situs	web site, website, internet site, site
mangsa	apprehension, arrest, catch, collar, pinch, taking into custody
pendapat	vote
masyarakat	civil, civic
mencuci	bathe
capai	achieved
baikan	Bay
bersahabat	chummy, matey, pally, palsy-walsy
tekanan	press, pressure, pressing
sia-sia	vainly, in vain
kenangan	monumental
tradisional	traditional
agresif	aggressive
bersatu	compound, combine
opi	Opi.
harapan	hope
idul	Eid al-Eid
jatuh-jatuh	fall
debat	argue, reason
ciri	trait
seringnya	Often
putra	child
nyanyi-nyanyi	sing sing
dijemput	picked up
keok	squawk
sedia	already
krisis	crisis
gamer	Gamer
pantas	proper
berkat	blessing
semula	again, once again, once more, over again
wafel	waffle
pilot	aviator, aeronaut, airman, flier, flyer
bandel	stubborn, obstinate, unregenerate
arca	objet d'art, art object, piece
magnet	magnetic, magnetized, magnetised
rutin	routine
benteng	position, post, berth, office, spot, billet, place, situation
tumbuhan	plant, flora, plant life
cupang	hickey, love bite
mendorong	propulsion, actuation
metafisika	metaphysics
fisika	physics, natural philosophy
mayatnya	His body
hujannya	rain
galon	gallon
dibenarkan	allow, permit, tolerate
memutar	twisting
ke-3	the 3rd
termos	thermos, thermos bottle, thermos flask
menyatu	absorb
menginjak	tread
mengirim	look
tempatku	My place
mendadak	acute
hendak	intend, mean, think
adat	custom, usage, usance
kuningan	yellow, yellowish, xanthous
bangkit	get up, turn out, arise, uprise, rise
mejanya	His desk
okenya	Okay
tosca	Tosca
meninggalkan	leave, leave alone, leave behind
punk	bum, cheap, cheesy, chintzy, crummy, punk, sleazy, tinny
elegan	courtly, formal, stately
tega	Of
cenderung	lean
tebang	Collection
darahnya	His blood
sayap	wing
pesisir	Coastal
juara	champion, prizewinning
kamil	complete
sehari-hari	daily
lega	easing, easement, alleviation, relief
menyelamatkan	save
urus	transaction, dealing, dealings
berjuang	contend, fight, struggle
tugasnya	His job
busuk	spoil, go bad
muntah	vomit, vomit up, purge, cast, sick, cat, be sick, disgorge, regorge, retch, puke, barf, spew, spue, chuck, upchuck, honk, regurgitate, throw up
memohon	fall over backwards, bend over backwards
nanas	pineapple
bakat	giving, gift
lebih-lebih	remains
perjalanan	journey
harta	property
yao	Yao.
lembut	softly, quietly
diminta	Asked
mengetik	type, typecast
won	north korean won, won
sempit	narrow-minded, narrow
lunas	keel
minimal	minimal, minimum
ucapan	greeting, salutation
yin	Yin.
laporan	brief
hiasi	Decorate
malang	ill, badly
mendekati	approach, approaching, coming
rapi	effective, efficient
intan	lover
rakyat	public
ketek	monkey
cita	feeling
bersabar	calm
kelebihan	plus, positive
payah	difficult, hard
jagoan	stud, he-man, macho-man
genangi	Call
angkut	Transport
bohongin	Lying
susuk	human body, physical body, material body, soma, build, figure, physique, anatomy, shape, bod, chassis, frame, form, flesh
mewek	Mewek
kato	Kato.
lautan	oceanic
ideal	ideal
pengaruh	influence
pola	pattern
mengenal	acknowledge, recognize, recognise, know
gading	tusk
klien	client
dona	Dona
beo	Beo
sak	Sak.
pooh	Pooh.
silau	dazzle, bedazzle, daze
kasino	casino, cassino
kamus	wordbook
gusti	wrestling, rassling, grappling
lembur	overtime
ucapin	said
notifnya	Notification
berputar	turn
awam	publicly
cape	exhausted, spent
keris	kris, creese, crease
sudut	angular
dinding	rampart, bulwark, wall
seharian	daylong, all day long
produksi	production
mesra	steep, infuse
bolanya	ball
kebangkitan	rebellion, insurrection, revolt, rising, uprising
menemui	proceed, go
rukun	accommodate, reconcile, conciliate
cik	silver perch, mademoiselle, bairdiella chrysoura
kencing	make, urinate, piddle, puddle, micturate, piss, pee, pee-pee, make water, relieve oneself, take a leak, spend a penny, wee, wee-wee, pass water
tamborin	tambourine
tempura	tempura
gedang	big(p), enceinte, expectant, gravid, great(p), large(p), heavy(p), with child(p)
celengan	piggy bank, penny bank
gomawo	Gomawo
masakin	Masakin.
dihidupin	Liven up
kelaparan	starving
grafik	chart
teri	anchovy
tia	Tia
ran	Ran.
laki	husband, hubby, married man
taichan	Taichan
webnya	the web
angkernya	The haunnya
mutu	quality
cubit	pinch, tweak
labirin	labyrinthine
gitarnya	His guitar
saur	Saur
tendang	kick, boot, kicking
moto	motto, slogan, catchword, shibboleth
menilai	evaluate
websitenya	the website
rahmat	blessing, benediction
sepuh	old
lambat	late, belatedly, tardily
vaksin	vaccine
tongkol	corncob, corn cob
anis	anise, anise plant, pimpinella anisum
tyson	Tyson
rizal	Rizal
medis	medical
haus	thirsty
konsumsi	consumption, ingestion, intake, uptake
kemakan	Pulses
rewel	troublesome
tuan	babu, baboo
terutama	chiefly, principally, primarily, mainly, in the main
nyalakan	turn on
selai	marmalade
bagai	like
labu	gourd, calabash
tetangganya	neighbor
kapak	wing
khusyuk	captive, absorbed, engrossed, enwrapped, intent, wrapped
sedap	mouth-watering, savory, savoury
kamarnya	Room
vokal	Vocal
anemia	anemic, anaemic
anoa	Anoa.
ganas	bad, tough
sesaat	fleeting, fugitive, momentaneous, momentary
keliatan	plasticity
penjaga	Security
testi	Testi.
saudaraku	Brother
zebra	zebra
berhati-hati	argus-eyed, open-eyed, vigilant, wakeful
informatif	informative, informatory
inai	henna
upacara	ceremony
gen	Gene
meminta	request
tekek	deaf
merubah	change, alter, modify
evan	Evan.
nanya-nanya	ask
taman	ballpark, park
mitra	Mitra
lawak	jest, joke, jocularity
beruntung	golden, favorable, favourable, lucky, prosperous
nuklir	nuclear, atomic
batal	fault
sesudah	subsequently, later, afterwards, afterward, after, later on
kogoya	Kogoya
paksa	Forced
fajar	dawn, morning
bangsa	racial
pondok	booth, cubicle, stall, kiosk
kerjasama	cooperation
monitor	monitor, monitor lizard, varan
widya	Widya.
lidah	clapper, tongue
sumur	well
rupiah	rupiah
thread	Thread
gile	Gile.
mengajak	ask
legenda	caption, legend
seng	zinc, zn, atomic number 30
ekonomi	economic, economical
cucu	grandchild
menutup	benight, bedim
yunani	greece, hellenic republic, ellas
gear	gear, gear wheel, geared wheel, cogwheel
malu-malu	shy
henti	exhaust, discharge, expel, eject, release
efisien	effective, efficient
kekasihnya	His lover
ego	ego
tv-nya	TV
personal	personal
persiapan	homework, prep, preparation
berbahagia	regimentation
melepas	remove, take, take away, withdraw
ab	ab, av
pribadi	personal
langgeng	imperishable
rintik	dribble, drip, drop
minah	Minah.
saranghae	WL
turis	tourist
menari	dancing, dance, terpsichore, saltation
biskuit	cookie, cooky, biscuit
omongan	Touch
paman	uncle
rantai	chain
begadang	stay up late
jarang-jarang	rarely, seldom
menyelesaikan	regularize, regularise
langit-langit	canopy
televisi	television, television system
terdapat	gettable, getable, obtainable, procurable
sepatutnya	duly
amal	social welfare, welfare, public assistance
liga	league
kepanasan	warmth, warmness
bis	bus, autobus, coach, charabanc, double-decker, jitney, motorbus, motorcoach, omnibus, passenger vehicle
urea	urea, carbamide
pucat	pale, blanch, blench
melayang	soar
kecepatan	alertness, sharp-sightedness, on the qui vive
ringan	lighten, lighten up
platinum	platinum, pt, atomic number 78
penyanyi	singer, vocalist, vocalizer, vocaliser
dok	dock, dockage, docking facility
ozon	ozone
terbalik	back, backward
cita-citanya	his dreams
taktik	tactic, tactics, maneuver, manoeuvre
janggal	inept, tactless
cokelat	brown, brownness
puisi	poetic, poetical
maklum	understand
defensif	defensive
simpai	hoop, ring
spektrum	spectrum
berperang	contend, fight, struggle
sekop	scoop, scoop shovel
gravel	gravel, crushed rock
gasolin	gasoline, gasolene, gas, petrol
arwah	die, decease, perish, go, exit, pass away, expire, pass, kick the bucket, cash in one's chips, buy the farm, conk, give-up the ghost, drop dead, pop off, choke, croak, snuff it
buatan	artificial, contrived, hokey, stilted
bk	BK.
edan	brainsick, crazy, demented, disturbed, mad, sick, unbalanced, unhinged
aura	air, aura, atmosphere
mematikan	anesthetize, anaesthetize, anesthetise, anaesthetise, put under, put out
terdampar	stranded
umpan	bait
pesta	celebration, festivity
bakteri	bacteria, bacterium
boros	consume, squander, waste, ware
singlet	Singlet
tulus	sincere
catur	chess, chess game
tambahan	extra, additional
dirasa	Feeled
mercusuar	Lighthouse
kegelapan	dark
ketutup	closed
ganda	double
yul	Yul.
spastik	spastic
tip	tip
inti	substance
menambang	grok, get the picture, comprehend, savvy, dig, grasp, compass, apprehend
lolos	escape
rendang	shady, shadowed, shadowy, umbrageous
ido	Ido
mulia	honorably, honourably
medok	thick
raket	racket, racquet
meninju	punch, plug
kategori	category
konspirasi	conspiracy, cabal
keluargaku	My family
mancingnya	Its fishing
penakut	fearful, timorous, trepid
ambek	Amk
pancingannya	Paint
umpet	hide-and-seek, hide and go seek
bekal	provide, supply, ply, cater
studio	studio
horizon	horizon, view, purview
handuk	towel
kalau-kalau	potential, possible
nggak-nggak	no, no
akhirat	eternity, timelessness, timeless existence
jerapah	giraffe, camelopard, giraffa camelopardalis
baskom	basin
tonjok	punch, clout, poke, lick, biff, slug
mahasiswa	college student
pengertian	definition
gedean	Gedean
gunting	clip, clipping, snip
kilat	glitter, glisten, glint, gleam, shine
indra	king
berhubungan	communicate, intercommunicate
lam	getaway, lam
bolt	bolt
hela	Hella.
agaknya	presumably, presumptively
akurat	accurate
mark	mark, german mark, deutsche mark, deutschmark
mengumpulkan	rally, rallying
konser	concert
terlanjur	stumble, slip up, trip up
merusak	impair
fat	Fat
meningkat	get up, turn out, arise, uprise, rise
kaba-kaba	Kaba-kaba.
pasangan	match, mate, couple, pair, twin
dimanapun	everywhere
genius	ace, adept, champion, sensation, maven, mavin, virtuoso, genius, hotshot, star, superstar, whiz, whizz, wizard, wiz
telanjang	altricial
gril	Gril
menggoda	charm, influence, tempt
sidat	eel
tawas	alum
lutut	stifle, knee
november	november, nov
risiko	risk
plat	plate
berniat	contemplate
menentu	decide
yak	Yak.
sketsa	cartoon, sketch
teko	pot, flowerpot
pinjam	borrow
terpisah	distinct
adonan	dough
makai	Make
melulu	entirely, exclusively, solely, alone, only
beton	concrete
mistik	mysterious, mystic, mystical, occult, secret, orphic
digital	digital
laser	laser, optical maser
nila	indigo
beras	rice
bagaikan	like, similar
net-nya	Net
formasi	formation
modem	modem
greeting	Greeting
merekrut	recruit
resi	reception, receipt
berdarah	bloody, damn, all-fired
belas	compassion, pity
runtuh	break down, collapse
tan	long ton, ton, gross ton
bersin	sneeze
kecek	chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chatter, chaffer, natter, gossip, jaw, claver, visit
bidang	occupation, business, job, line of work, line
jatuhin	fall
mencekam	gripping
merata	spread, distribute
insan	Insan
papanya	his father
bah	flood
rek	Rek.
tengahnya	middle
menaruh	leave, leave alone, leave behind
mineral	mineral
meningkatkan	increase
joox	JOOX
pembawa	carrier, immune carrier
usus	intestinal, enteric, enteral
kuda-kuda	sawhorse
terkait	related, related to
keliling	approximately, about, close to, just about, some, roughly, more or less, around, or so
gurih	tasty
becek	moisture, wet
ajakan	invitation
bar	bar
visi	Vision
patuh	compliant
tawa	laughter
kaise	Kaise
akustik	acoustic, acoustical
polos	innocent, guiltless, clean-handed
pilek	cold, common cold
komposisi	ingredient
kristal	crystal
tanggapan	sensing, perception
mengarah	directing, directional, directive, guiding
basi	sour, rancid
raga	basket, field goal
trio	trio
patut	due
bening	crystalline, crystal clear, limpid, lucid, pellucid, transparent
gun	comb
kepanjangan	stretching
gunakan	Use
racun	poison
perahu	barge, flatboat, hoy, lighter
eniwei	Eniwei.
haid	menstrual, catamenial
mukjizat	miracle
damang	Damang.
belimbing	carambola, star fruit
pik	pick, plectrum, plectron
kastil	castle, castling
tekstur	constitution, composition, physical composition, makeup, make-up
penutup	cover, covering, screening, masking
mengalahkan	exhaust, wash up, beat, tucker, tucker out
panda	lesser panda, red panda, panda, bear cat, cat bear, ailurus fulgens
naluri	instinct, inherent aptitude
korean	Korean
nisan	gravestone, headstone, tombstone
nehe	Nehe
macan	tiger, panthera tigris
platform	platform
bilang-bilang	common purslane, pussley, pussly, verdolagas, portulaca oleracea
samar	ambiguous
10.00	10.00.
horornya	Horror
indigo	anil, indigo, indigotin
enteng	lightly
pengorbanan	forfeit, forfeiture, sacrifice
mengoleksi	gather, garner, collect, pull together
pengemudi	driver
gotong	Mutualize
seo	Seo.
terharu	touch, disturb
mencengangkan	perplex, vex, stick, get, puzzle, mystify, baffle, beat, pose, bewilder, flummox, stupefy, nonplus, gravel, amaze, dumbfound
kutip	pick, pluck, cull
pemakan	predator, predatory animal
gol	goal
historis	diachronic, historical
kurasa	I think
siang-siang	early
pas-pasan	Pasasan
jelajah	Browse
rekam	pigeonhole, stereotype, stamp
kerap	much, practically
subyek	subject
peleng	Poke
berlawanan	inverse, reverse
ledakan	burst, split, break open
untunglah	Fortunately
penjual	crier
cerpen	novelette, novella
ngebully	Ngebully
nadi	pulse, pulse rate, heart rate
bung	brother, comrade
darat	terrestrial
terdengar	sounded
peserta	contestant
sepenuh	full
mancing-mancing	Fishing
lapan	eight, 8, viii
obok-obok	Obok
spageti	spaghetti
restoran	restaurant, eating house, eating place, eatery
gombalin	Gombalin.
plaza	plaza, mall, center, shopping mall, shopping center, shopping centre
terletak	set
halaman	compound
sembelit	constipated
matamu	your eyes
penemu	finder, discoverer, spotter
1.00	1.00.
galih	Galih
panggilan	call, telephone, call up, phone, ring
jemaah	council
cemas	panicky, panicked, panic-stricken, panic-struck, terrified, frightened
timbul	brocaded, embossed, raised
lelaki	manfully, manly
roket	rocket
bangku	bench
ukuran	size
jek	jack
benua	uproot, extirpate, deracinate, root out
asap	reek, fume
hama	mite
kehendak	want, need, require
ion	ion
menghina	load, adulterate, stretch, dilute, debase
naskah	text, textual matter
pian	Pian
mengisi	fill
setiawan	firm, loyal, truehearted, fast(a)
turunkan	abdicate, renounce
nikmat	joy, delight, pleasure
horizontal	horizontal
desember	December
rehat	stay, remain, rest
tebak-tebakan	riddles
kesukaan	fun, merriment, playfulness
lahan	land
rasakan	feel
piala	cup, loving cup
roboh	fall
macau	Macau
alfa	alpha
output	output, yield
harian	daily
mumet	confused
smoking	Smoking
januari	January
puyuh	quail
pemutih	bleach
ialah	map, represent
nipis	thinly, thin
festival	festival, fete
natural	natural
tanjung	cape, ness
meteor	meteor
mengundang	invite, bid
undang-undang	law, practice of law
budi	seemliness, grace
canai	whetstone
etnis	ethnicity
sauna	sauna, sweat room
sejumlah	batch
berkumpul	accumulate, cumulate, conglomerate, pile up, gather, amass
pastikan	determine, find, find out, ascertain
sembilan	nine, 9, ix
waalaikum	Waalaikum
obor	torch
berisi	laden, oppressed
seumur	wholly, entirely, completely, totally, all, altogether, whole
ghaib	disappear, vanish, go away
penampakan	visual image, visualization, visualisation
puding	dumpling
ketuk	tap, pat, dab
keanehan	curio, curiosity, oddity, oddment, peculiarity, rarity
sniper	Sniper
pengingat	reminder
saluran	road
batak	batak
eka	single
betis	calf
aspek	aspect
menjangkau	reach, get through, get hold of, contact
sirih	betel, betel pepper, piper betel
abad	hundred, 100, c, century, one c
gurita	octopus
akar	root, tooth root
beracun	poisonous
tenggara	southeast, south-east, sou'-east
alkohol	alcohol, alcoholic drink, alcoholic beverage, intoxicant, inebriant
hulu	interior, midland, upcountry
raksasa	giant
hamba	yes
serang	hit, smash, smasher, strike, bang
tersedia	available
animasi	animation
membela	marketing
konteks	context, linguistic context, context of use
landak	hedgehog, erinaceus europaeus, erinaceus europeaeus
badut	clown, buffoon, goof, goofball, merry andrew
kepercayaan	ideological, ideologic
helikopter	helicopter
kumaha	Kumaha
bayu	Bayu.
bekerjasama	cooperation
menakutkan	atrocious, frightful, horrifying, horrible, ugly
cintaku	my love
kritis	critical
pegawai	labor, labour, working class, proletariat
uap	steam
dukuh	hamlet, crossroads
peran	loft, attic, garret
mula	causal agent, cause, causal agency
kekurangan	failure
sirkuit	circuit breaker, breaker
beting	sandbank
songong	uncivil, rude
amarah	angry
cakap	competent
mengecil	decrease, lessen, minify
agenda	agenda, docket, schedule
kaisar	emperor
materi	solder
menyaksikan	witness
ares	collar, nail, apprehend, arrest, pick up, nab, cop
mudah-mudahan	greatly
program	program, programme
pm2	PM2.
lensa	lens, lense, lens system
ais	ice-cold
ekspresi	expression, manifestation, reflection, reflexion
gabung	bunch, bunch up, bundle, cluster, clump
keduanya	second, secondly
rel	rail
menahan	preserve, keep
timbangan	measuring instrument, measuring system, measuring device
akses	access, approach
cimol	Cimol
sisir	comb
tembus	penetrate, perforate
pacaran	flirt, flirting, flirtation, coquetry, dalliance, toying
mengocok	mix, mix in
kumulonimbus	cumulonimbus, cumulonimbus cloud, thundercloud
urutan	order, ordering
impor	import
azzeta	Azzeta
buruan	pursuit, chase, pursual, following
pramuka	troop, scout troop, scout group
ponpon	Ponpon.
durian	durian, durion, durian tree, durio zibethinus
pulpen	ballpoint, ballpoint pen, ballpen, biro
ditempel	sticked
sotong	squid
cocoklogi	MemiLogi.
deskripsinya	Descriptions
elak	escape
grupnya	Group
vesti	Vesti.
melakukannya	Do it
rifai	Rifai
pulau-pulau	Islands
spesialis	specialist, specializer, specialiser
memegang	hold
difollow	DIFOLLOW
analog	analogue, analog, linear
malas	faineant, indolent, lazy, otiose, slothful, work-shy
tetanggaku	My neighbor
berhak	true(a), lawful, rightful(a)
prioritas	baby
terbatas	restrict, restrain, trammel, limit, bound, confine, throttle
mencatat	gain, put on
perapian	brazier, brasier
peluru	fastball, heater, smoke, hummer, bullet
havana	Havana
daus	Daus
bermasalah	problematic
melamun	blank, vacuous
terpilih	choose, prefer, opt
pemilik	own, have, possess
warnain	Warnain
dinaikin	Dinaikin.
penunggunya	His reception
faceting	Faceting
asparagus	asparagus
curah	Bulk
reptil	reptile, reptilian
jul	Jul.
selingkuh	corrupt
naksir	crush
menjalani	take, submit
asu	Asu.
pesona	hex, bewitch, glamour, witch, enchant, jinx
kanguru	kangaroo
wasting	Wasting
pipis	pee
perjuangan	struggle
punah	extinct
sintetis	synthetic
gempa	earthquake, quake, temblor, seism
dipikir	thoughtful
hakim	judiciary, bench
satria	knight
siswi	undergraduate, undergrad
promosi	discount, price reduction, deduction
